Date,Adj Close
2010-02-22,42.40325927734375
2010-02-23,41.7400016784668
2010-02-24,41.529998779296875
2010-02-25,41.66999816894531
2010-02-26,41.880001068115234
2010-03-01,42.439998626708984
2010-03-02,42.810001373291016
2010-03-03,43.31999969482422
2010-03-04,42.630001068115234
2010-03-05,43.439998626708984
2010-03-08,43.369998931884766
2010-03-09,44.060001373291016
2010-03-10,44.029998779296875
2010-03-11,42.79999923706055
2010-03-12,44.310001373291016
2010-03-15,43.560001373291016
2010-03-16,43.939998626708984
2010-03-17,44.09000015258789
2010-03-18,41.0099983215332
2010-03-19,43.439998626708984
2010-03-22,43.349998474121094
2010-03-23,43.47999954223633
2010-03-24,43.380001068115234
2010-03-25,43.470001220703125
2010-03-26,43.029998779296875
2010-03-29,43.810001373291016
2010-03-30,43.849998474121094
2010-03-31,43.9900016784668
2010-04-01,44.54999923706055
2010-04-05,44.86000061035156
2010-04-06,45.0
2010-04-07,44.400001525878906
2010-04-08,45.150001525878906
2010-04-09,44.9900016784668
2010-04-12,44.34000015258789
2010-04-13,44.470001220703125
2010-04-14,44.68000030517578
2010-04-15,44.380001068115234
2010-04-16,43.599998474121094
2010-04-19,43.439998626708984
2010-04-20,43.79999923706055
2010-04-22,43.689998626708984
2010-04-23,43.709999084472656
2010-04-26,43.220001220703125
2010-04-27,41.83000183105469
2010-04-28,42.029998779296875
2010-04-29,42.68000030517578
2010-04-30,42.810001373291016
2010-05-03,42.70000076293945
2010-05-04,40.709999084472656
2010-05-05,40.93000030517578
2010-05-06,40.13999938964844
2010-05-07,39.56999969482422
2010-05-10,41.290000915527344
2010-05-11,40.720001220703125
2010-05-12,40.959999084472656
2010-05-13,40.790000915527344
2010-05-14,40.040000915527344
2010-05-17,39.619998931884766
2010-05-18,38.75
2010-05-19,37.90999984741211
2010-05-20,37.130001068115234
2010-05-21,38.150001525878906
2010-05-24,37.810001373291016
2010-05-25,37.38999938964844
2010-05-26,38.13999938964844
2010-05-27,39.09000015258789
2010-05-28,38.88999938964844
2010-05-31,39.66999816894531
2010-06-01,39.59000015258789
2010-06-02,40.029998779296875
2010-06-04,38.97999954223633
2010-06-07,38.75
2010-06-08,39.2599983215332
2010-06-09,38.970001220703125
2010-06-10,39.7599983215332
2010-06-11,40.130001068115234
2010-06-14,40.34000015258789
2010-06-15,40.31999969482422
2010-06-16,40.81999969482422
2010-06-17,40.81999969482422
2010-06-18,40.290000915527344
2010-06-21,40.77000045776367
2010-06-22,40.93000030517578
2010-06-23,40.65999984741211
2010-06-24,40.11000061035156
2010-06-25,40.400001525878906
2010-06-28,40.09000015258789
2010-06-29,38.68000030517578
2010-06-30,38.5099983215332
2010-07-01,38.41999816894531
2010-07-02,38.75
2010-07-05,38.310001373291016
2010-07-06,38.83000183105469
2010-07-07,39.75
2010-07-08,40.04999923706055
2010-07-12,39.599998474121094
2010-07-13,40.0
2010-07-14,39.7400016784668
2010-07-15,39.560001373291016
2010-07-16,39.36000061035156
2010-07-19,39.540000915527344
2010-07-20,40.5
2010-07-21,40.59000015258789
2010-07-22,41.4900016784668
2010-07-23,41.369998931884766
2010-07-26,38.5
2010-07-27,41.61000061035156
2010-07-28,38.5
2010-07-29,41.95000076293945
2010-07-30,42.20000076293945
2010-08-02,42.91999816894531
2010-08-03,42.7599983215332
2010-08-04,42.619998931884766
2010-08-05,40.0099983215332
2010-08-06,42.630001068115234
2010-08-09,40.0099983215332
2010-08-10,40.0099983215332
2010-08-11,40.0099983215332
2010-08-12,40.0099983215332
2010-08-13,40.0099983215332
2010-08-16,40.0099983215332
2010-08-17,40.0099983215332
2010-08-18,42.119998931884766
2010-08-19,41.91999816894531
2010-08-20,41.5
2010-08-23,40.0099983215332
2010-08-24,40.349998474121094
2010-08-25,40.5
2010-08-26,40.0099983215332
2010-08-27,40.689998626708984
2010-08-30,38.5
2010-08-31,40.81999969482422
2010-09-01,41.98073959350586
2010-09-02,41.540000915527344
2010-09-03,41.86000061035156
2010-09-06,41.619998931884766
2010-09-08,41.33000183105469
2010-09-09,41.5099983215332
2010-09-10,41.54999923706055
2010-09-13,42.400001525878906
2010-09-14,42.25
2010-09-15,42.0099983215332
2010-09-16,42.040000915527344
2010-09-17,41.81999969482422
2010-09-20,41.970001220703125
2010-09-21,42.279998779296875
2010-09-22,42.470001220703125
2010-09-23,42.7400016784668
2010-09-24,42.459999084472656
2010-09-27,42.47999954223633
2010-09-28,43.22999954223633
2010-09-29,43.36000061035156
2010-09-30,43.70000076293945
2010-10-01,43.86000061035156
2010-10-04,44.099998474121094
2010-10-05,44.400001525878906
2010-10-06,44.31999969482422
2010-10-07,43.709999084472656
2010-10-08,44.33000183105469
2010-10-11,44.40999984741211
2010-10-13,44.779998779296875
2010-10-14,44.810001373291016
2010-10-15,44.81999969482422
2010-10-18,45.040000915527344
2010-10-19,43.7599983215332
2010-10-20,44.130001068115234
2010-10-21,43.5
2010-10-22,43.63999938964844
2010-10-25,43.97999954223633
2010-10-26,44.52000045776367
2010-10-27,44.2599983215332
2010-10-28,44.34000015258789
2010-10-29,44.099998474121094
2010-11-01,44.93000030517578
2010-11-03,45.20000076293945
2010-11-04,45.900001525878906
2010-11-05,45.849998474121094
2010-11-08,45.959999084472656
2010-11-09,46.220001220703125
2010-11-10,45.5099983215332
2010-11-11,45.5099983215332
2010-11-12,44.33000183105469
2010-11-16,43.45000076293945
2010-11-17,43.939998626708984
2010-11-18,44.599998474121094
2010-11-19,44.58000183105469
2010-11-22,44.27000045776367
2010-11-23,43.13999938964844
2010-11-24,44.0
2010-11-25,43.81999969482422
2010-11-26,43.22999954223633
2010-11-29,43.150001525878906
2010-11-30,43.29999923706055
2010-12-01,43.849998474121094
2010-12-02,44.04999923706055
2010-12-03,43.90999984741211
2010-12-06,43.79999923706055
2010-12-07,43.779998779296875
2010-12-08,43.150001525878906
2010-12-09,42.900001525878906
2010-12-10,43.189998626708984
2010-12-13,43.810001373291016
2010-12-14,43.630001068115234
2010-12-15,43.18000030517578
2010-12-17,43.310001373291016
2010-12-20,42.97999954223633
2010-12-21,43.4900016784668
